OBJECTID,ROW_TYPE,GEOGRAPHY,GEOGRAPHY_ID,CALENDAR_YEAR,CALENDAR_MONTH,OFFENSE_DESCRIPTION,OFFENSE_COUNT
14,CMPD Jurisdiction,CMPD,0,2016,03,"Aggravated Assault-Fists,Feet, etc.",11
15,CMPD Jurisdiction,CMPD,0,2016,01,Aggravated Assault-Knife,43
17,CMPD Jurisdiction,CMPD,0,2016,06,Aggravated Assault-Gun,245
21,CMPD Jurisdiction,CMPD,0,2016,09,Aggravated Assault-Other Weapon,88
111,CMPD Jurisdiction,CMPD,0,2016,02,"Aggravated Assault-Fists,Feet, etc.",8
112,CMPD Jurisdiction,CMPD,0,2016,02,Aggravated Assault-Other Weapon,53
114,CMPD Jurisdiction,CMPD,0,2016,02,Aggravated Assault-Knife,40
117,CMPD Jurisdiction,CMPD,0,2016,07,Aggravated Assault-Knife,63
118,CMPD Jurisdiction,CMPD,0,2016,06,"Aggravated Assault-Fists,Feet, etc.",11
122,CMPD Jurisdiction,CMPD,0,2016,09,Aggravated Assault-Gun,207
125,CMPD Jurisdiction,CMPD,0,2016,11,Aggravated Assault-Knife,54
206,CMPD Jurisdiction,CMPD,0,2016,01,Aggravated Assault-Gun,221
209,CMPD Jurisdiction,CMPD,0,2016,04,Aggravated Assault-Gun,201
211,CMPD Jurisdiction,CMPD,0,2016,05,"Aggravated Assault-Fists,Feet, etc.",14
213,CMPD Jurisdiction,CMPD,0,2016,04,Aggravated Assault-Other Weapon,58
214,CMPD Jurisdiction,CMPD,0,2016,06,Aggravated Assault-Other Weapon,78
220,CMPD Jurisdiction,CMPD,0,2016,10,"Aggravated Assault-Fists,Feet, etc.",11
223,CMPD Jurisdiction,CMPD,0,2016,12,Aggravated Assault-Gun,218
224,CMPD Jurisdiction,CMPD,0,2016,11,Aggravated Assault-Other Weapon,48
312,CMPD Jurisdiction,CMPD,0,2016,03,Aggravated Assault-Gun,279
315,CMPD Jurisdiction,CMPD,0,2016,04,"Aggravated Assault-Fists,Feet, etc.",12
316,CMPD Jurisdiction,CMPD,0,2016,07,Aggravated Assault-Gun,268
318,CMPD Jurisdiction,CMPD,0,2016,08,Aggravated Assault-Knife,49
319,CMPD Jurisdiction,CMPD,0,2016,08,Aggravated Assault-Other Weapon,63
321,CMPD Jurisdiction,CMPD,0,2016,10,Aggravated Assault-Knife,42
413,CMPD Jurisdiction,CMPD,0,2016,01,Aggravated Assault-Other Weapon,40
415,CMPD Jurisdiction,CMPD,0,2016,04,Aggravated Assault-Knife,50
418,CMPD Jurisdiction,CMPD,0,2016,08,Aggravated Assault-Gun,215
422,CMPD Jurisdiction,CMPD,0,2016,09,"Aggravated Assault-Fists,Feet, etc.",17
423,CMPD Jurisdiction,CMPD,0,2016,10,Aggravated Assault-Other Weapon,70
424,CMPD Jurisdiction,CMPD,0,2016,12,Aggravated Assault-Knife,49
425,CMPD Jurisdiction,CMPD,0,2016,12,Aggravated Assault-Other Weapon,47
499,CMPD Jurisdiction,CMPD,0,2016,03,Aggravated Assault-Other Weapon,56
500,CMPD Jurisdiction,CMPD,0,2016,05,Aggravated Assault-Other Weapon,73
501,CMPD Jurisdiction,CMPD,0,2016,05,Aggravated Assault-Gun,285
503,CMPD Jurisdiction,CMPD,0,2016,06,Aggravated Assault-Knife,69
505,CMPD Jurisdiction,CMPD,0,2016,07,"Aggravated Assault-Fists,Feet, etc.",19
507,CMPD Jurisdiction,CMPD,0,2016,09,Aggravated Assault-Knife,50
510,CMPD Jurisdiction,CMPD,0,2016,11,Aggravated Assault-Gun,178
586,CMPD Jurisdiction,CMPD,0,2016,02,Aggravated Assault-Gun,128
589,CMPD Jurisdiction,CMPD,0,2016,01,"Aggravated Assault-Fists,Feet, etc.",5
591,CMPD Jurisdiction,CMPD,0,2016,05,Aggravated Assault-Knife,45
594,CMPD Jurisdiction,CMPD,0,2016,07,Aggravated Assault-Other Weapon,59
595,CMPD Jurisdiction,CMPD,0,2016,10,Aggravated Assault-Gun,229
600,CMPD Jurisdiction,CMPD,0,2016,11,"Aggravated Assault-Fists,Feet, etc.",6
687,CMPD Jurisdiction,CMPD,0,2016,03,Aggravated Assault-Knife,47
690,CMPD Jurisdiction,CMPD,0,2016,08,"Aggravated Assault-Fists,Feet, etc.",12
692,CMPD Jurisdiction,CMPD,0,2016,12,"Aggravated Assault-Fists,Feet, etc.",9
765,CMPD Jurisdiction,CMPD,0,2016,02,Violent Crime,369
785,CMPD Jurisdiction,CMPD,0,2016,06,Violent Crime,608
786,CMPD Jurisdiction,CMPD,0,2016,07,Violent Crime,626
787,CMPD Jurisdiction,CMPD,0,2016,10,Violent Crime,589
788,CMPD Jurisdiction,CMPD,0,2016,12,Violent Crime,604
798,CMPD Jurisdiction,CMPD,0,2016,01,Violent Crime,486
799,CMPD Jurisdiction,CMPD,0,2016,09,Violent Crime,569
806,CMPD Jurisdiction,CMPD,0,2016,04,Violent Crime,476
820,CMPD Jurisdiction,CMPD,0,2016,05,Violent Crime,615
830,CMPD Jurisdiction,CMPD,0,2016,03,Violent Crime,589
831,CMPD Jurisdiction,CMPD,0,2016,08,Violent Crime,550
839,CMPD Jurisdiction,CMPD,0,2016,11,Violent Crime,525
853,CMPD Jurisdiction,CMPD,0,2016,07,Non-Fatal Gunshot Injury,26
861,CMPD Jurisdiction,CMPD,0,2016,06,Non-Fatal Gunshot Injury,52
867,CMPD Jurisdiction,CMPD,0,2016,10,Non-Fatal Gunshot Injury,20
868,CMPD Jurisdiction,CMPD,0,2016,05,Non-Fatal Gunshot Injury,33
881,CMPD Jurisdiction,CMPD,0,2016,03,Non-Fatal Gunshot Injury,35
882,CMPD Jurisdiction,CMPD,0,2016,04,Non-Fatal Gunshot Injury,22
890,CMPD Jurisdiction,CMPD,0,2016,01,Non-Fatal Gunshot Injury,22
892,CMPD Jurisdiction,CMPD,0,2016,08,Non-Fatal Gunshot Injury,35
905,CMPD Jurisdiction,CMPD,0,2016,12,Non-Fatal Gunshot Injury,32
910,CMPD Jurisdiction,CMPD,0,2016,02,Non-Fatal Gunshot Injury,15
928,CMPD Jurisdiction,CMPD,0,2016,09,Non-Fatal Gunshot Injury,31
929,CMPD Jurisdiction,CMPD,0,2016,11,Non-Fatal Gunshot Injury,20
940,Neighborhood Profile Area,96,96,2016,02,Aggravated Assault-Gun,1
974,Neighborhood Profile Area,142,142,2016,10,Aggravated Assault-Gun,2
982,Neighborhood Profile Area,338,338,2016,11,Aggravated Assault-Knife,1
996,Neighborhood Profile Area,353,353,2016,10,Aggravated Assault-Knife,1
1001,Neighborhood Profile Area,10,10,2016,01,Aggravated Assault-Knife,1
1008,Neighborhood Profile Area,314,314,2016,08,Aggravated Assault-Knife,1
1026,Neighborhood Profile Area,219,219,2016,08,Aggravated Assault-Gun,1
1032,Neighborhood Profile Area,327,327,2016,03,Aggravated Assault-Gun,4
1033,Neighborhood Profile Area,312,312,2016,04,Aggravated Assault-Knife,3
1050,Neighborhood Profile Area,96,96,2016,12,Aggravated Assault-Other Weapon,1
1077,Neighborhood Profile Area,12,12,2016,03,Aggravated Assault-Gun,3
1081,Neighborhood Profile Area,367,367,2016,07,"Aggravated Assault-Fists,Feet, etc.",1
1084,Neighborhood Profile Area,378,378,2016,01,Aggravated Assault-Other Weapon,1
1131,Neighborhood Profile Area,290,290,2016,07,Aggravated Assault-Other Weapon,2
1145,Neighborhood Profile Area,59,59,2016,08,Aggravated Assault-Other Weapon,1
1148,Neighborhood Profile Area,101,101,2016,03,Aggravated Assault-Other Weapon,1
1150,Neighborhood Profile Area,120,120,2016,08,Aggravated Assault-Other Weapon,1
1153,Neighborhood Profile Area,328,328,2016,08,Aggravated Assault-Knife,1
1165,Neighborhood Profile Area,52,52,2016,03,Aggravated Assault-Gun,2
1175,Neighborhood Profile Area,358,358,2016,11,Aggravated Assault-Other Weapon,1
1195,Neighborhood Profile Area,328,328,2016,07,Aggravated Assault-Other Weapon,1
1238,Neighborhood Profile Area,157,157,2016,10,"Aggravated Assault-Fists,Feet, etc.",1
1239,Neighborhood Profile Area,157,157,2016,12,Aggravated Assault-Knife,2
1248,Neighborhood Profile Area,139,139,2016,12,Aggravated Assault-Gun,9
1259,Neighborhood Profile Area,10,10,2016,12,Aggravated Assault-Gun,5
1262,Neighborhood Profile Area,52,52,2016,06,Aggravated Assault-Other Weapon,1
1265,Neighborhood Profile Area,122,122,2016,12,Aggravated Assault-Gun,4
1269,Neighborhood Profile Area,293,293,2016,08,Aggravated Assault-Gun,2
1274,Neighborhood Profile Area,157,157,2016,08,Aggravated Assault-Other Weapon,1
1291,Neighborhood Profile Area,6,6,2016,03,Aggravated Assault-Gun,2
1349,Neighborhood Profile Area,199,199,2016,11,Aggravated Assault-Knife,1
1378,Neighborhood Profile Area,370,370,2016,11,Aggravated Assault-Gun,5
1397,Neighborhood Profile Area,135,135,2016,09,Aggravated Assault-Gun,1
1441,Neighborhood Profile Area,66,66,2016,05,Aggravated Assault-Gun,3
1455,Neighborhood Profile Area,160,160,2016,10,Aggravated Assault-Other Weapon,1
1478,Neighborhood Profile Area,10,10,2016,03,Aggravated Assault-Other Weapon,2
1484,Neighborhood Profile Area,6,6,2016,11,Aggravated Assault-Gun,7
1485,Neighborhood Profile Area,321,321,2016,11,Aggravated Assault-Knife,1
1487,Neighborhood Profile Area,316,316,2016,06,Aggravated Assault-Gun,1
1504,Neighborhood Profile Area,294,294,2016,07,Aggravated Assault-Gun,1
1512,Neighborhood Profile Area,340,340,2016,04,Aggravated Assault-Other Weapon,4
1523,Neighborhood Profile Area,182,182,2016,12,"Aggravated Assault-Fists,Feet, etc.",1
1535,Neighborhood Profile Area,10,10,2016,05,Aggravated Assault-Gun,1
1536,Neighborhood Profile Area,361,361,2016,06,Aggravated Assault-Gun,4
1537,Neighborhood Profile Area,361,361,2016,09,Aggravated Assault-Knife,1
1542,Neighborhood Profile Area,125,125,2016,12,Aggravated Assault-Knife,1
1544,Neighborhood Profile Area,128,128,2016,05,Aggravated Assault-Gun,5
1618,Neighborhood Profile Area,307,307,2016,08,Aggravated Assault-Gun,1
1629,Neighborhood Profile Area,134,134,2016,07,Aggravated Assault-Gun,3
1632,Neighborhood Profile Area,61,61,2016,03,Aggravated Assault-Gun,1
1648,Neighborhood Profile Area,38,38,2016,08,Aggravated Assault-Knife,1
1651,Neighborhood Profile Area,315,315,2016,12,Aggravated Assault-Other Weapon,1
1664,Neighborhood Profile Area,374,374,2016,04,Aggravated Assault-Gun,1
1668,Neighborhood Profile Area,371,371,2016,04,Aggravated Assault-Gun,6
1669,Neighborhood Profile Area,371,371,2016,09,"Aggravated Assault-Fists,Feet, etc.",1
1674,Neighborhood Profile Area,370,370,2016,07,Aggravated Assault-Knife,3
1683,Neighborhood Profile Area,249,249,2016,09,"Aggravated Assault-Fists,Feet, etc.",2
1685,Neighborhood Profile Area,141,141,2016,04,Aggravated Assault-Gun,1
1706,Neighborhood Profile Area,124,124,2016,02,Aggravated Assault-Knife,1
1718,Neighborhood Profile Area,233,233,2016,06,Aggravated Assault-Other Weapon,1
1724,Neighborhood Profile Area,182,182,2016,04,Aggravated Assault-Gun,2
1728,Neighborhood Profile Area,312,312,2016,10,Aggravated Assault-Gun,6
1729,Neighborhood Profile Area,330,330,2016,08,Aggravated Assault-Gun,1
1730,Neighborhood Profile Area,88,88,2016,06,Aggravated Assault-Gun,2
1737,Neighborhood Profile Area,10,10,2016,07,Aggravated Assault-Knife,3
1739,Neighborhood Profile Area,387,387,2016,08,Aggravated Assault-Other Weapon,1
1749,Neighborhood Profile Area,312,312,2016,06,Aggravated Assault-Gun,13
1759,Neighborhood Profile Area,12,12,2016,06,Aggravated Assault-Gun,3
1765,Neighborhood Profile Area,328,328,2016,07,Aggravated Assault-Knife,2
1771,Neighborhood Profile Area,57,57,2016,07,Aggravated Assault-Other Weapon,1
1778,Neighborhood Profile Area,340,340,2016,08,Aggravated Assault-Gun,3
1787,Neighborhood Profile Area,157,157,2016,07,Aggravated Assault-Knife,2
1801,Neighborhood Profile Area,292,292,2016,08,Aggravated Assault-Knife,1
1802,Neighborhood Profile Area,304,304,2016,07,Aggravated Assault-Gun,11
1836,Neighborhood Profile Area,362,362,2016,08,Aggravated Assault-Other Weapon,2
1841,Neighborhood Profile Area,141,141,2016,03,Aggravated Assault-Knife,1
1851,Neighborhood Profile Area,72,72,2016,04,Aggravated Assault-Gun,1
1853,Neighborhood Profile Area,330,330,2016,10,"Aggravated Assault-Fists,Feet, etc.",1
1886,Neighborhood Profile Area,387,387,2016,02,Aggravated Assault-Other Weapon,1
1893,Neighborhood Profile Area,59,59,2016,12,Aggravated Assault-Gun,1
1901,Neighborhood Profile Area,50,50,2016,11,Aggravated Assault-Gun,1
1926,Neighborhood Profile Area,323,323,2016,05,Aggravated Assault-Knife,1
1941,Neighborhood Profile Area,370,370,2016,07,Aggravated Assault-Other Weapon,1
1947,Neighborhood Profile Area,369,369,2016,07,Aggravated Assault-Gun,1
1953,Neighborhood Profile Area,197,197,2016,10,Aggravated Assault-Other Weapon,1
1987,Neighborhood Profile Area,37,37,2016,06,Aggravated Assault-Gun,2
1990,Neighborhood Profile Area,341,341,2016,07,Aggravated Assault-Gun,1
2013,Neighborhood Profile Area,158,158,2016,03,Aggravated Assault-Gun,24
2021,Neighborhood Profile Area,306,306,2016,02,Aggravated Assault-Gun,1
2025,Neighborhood Profile Area,388,388,2016,05,Aggravated Assault-Gun,1
2027,Neighborhood Profile Area,53,53,2016,12,Aggravated Assault-Knife,2
2033,Neighborhood Profile Area,317,317,2016,05,Aggravated Assault-Gun,1
2043,Neighborhood Profile Area,327,327,2016,11,Aggravated Assault-Gun,1
2060,Neighborhood Profile Area,180,180,2016,08,Aggravated Assault-Other Weapon,1
2077,Neighborhood Profile Area,316,316,2016,01,Aggravated Assault-Gun,3
2093,Neighborhood Profile Area,361,361,2016,01,Aggravated Assault-Other Weapon,2
2099,Neighborhood Profile Area,304,304,2016,12,Aggravated Assault-Other Weapon,1
2141,Neighborhood Profile Area,382,382,2016,10,Aggravated Assault-Knife,1
2146,Neighborhood Profile Area,53,53,2016,01,Aggravated Assault-Knife,1
2153,Neighborhood Profile Area,382,382,2016,07,Aggravated Assault-Gun,12
2158,Neighborhood Profile Area,100,100,2016,06,Aggravated Assault-Other Weapon,1
2242,Neighborhood Profile Area,59,59,2016,02,Aggravated Assault-Gun,1
2262,Neighborhood Profile Area,314,314,2016,05,Aggravated Assault-Gun,2
2269,Neighborhood Profile Area,327,327,2016,09,Aggravated Assault-Other Weapon,2
2276,Neighborhood Profile Area,336,336,2016,11,Aggravated Assault-Gun,3
2281,Neighborhood Profile Area,173,173,2016,09,Aggravated Assault-Gun,3
2290,Neighborhood Profile Area,164,164,2016,07,Aggravated Assault-Gun,1
2291,Neighborhood Profile Area,164,164,2016,07,Aggravated Assault-Knife,2
2298,Neighborhood Profile Area,37,37,2016,04,Aggravated Assault-Gun,5
2332,Neighborhood Profile Area,248,248,2016,08,Aggravated Assault-Gun,1
2346,Neighborhood Profile Area,10,10,2016,09,Aggravated Assault-Gun,6
2354,Neighborhood Profile Area,174,174,2016,10,Aggravated Assault-Knife,2
2367,Neighborhood Profile Area,387,387,2016,04,Aggravated Assault-Knife,1
2368,Neighborhood Profile Area,227,227,2016,07,Aggravated Assault-Other Weapon,1
2378,Neighborhood Profile Area,393,393,2016,04,Aggravated Assault-Knife,1
2408,Neighborhood Profile Area,367,367,2016,03,Aggravated Assault-Knife,1
2414,Neighborhood Profile Area,237,237,2016,05,Aggravated Assault-Gun,5
2434,Neighborhood Profile Area,389,389,2016,11,Aggravated Assault-Gun,1
2460,Neighborhood Profile Area,64,64,2016,08,Aggravated Assault-Gun,2
2498,Neighborhood Profile Area,161,161,2016,08,Aggravated Assault-Knife,2
2501,Neighborhood Profile Area,6,6,2016,05,Aggravated Assault-Gun,6
2509,Neighborhood Profile Area,444,444,2016,08,Aggravated Assault-Other Weapon,1
2519,Neighborhood Profile Area,384,384,2016,02,Aggravated Assault-Other Weapon,1
2529,Neighborhood Profile Area,124,124,2016,04,Aggravated Assault-Gun,4
2588,Neighborhood Profile Area,128,128,2016,10,Aggravated Assault-Other Weapon,1
2595,Neighborhood Profile Area,346,346,2016,09,Aggravated Assault-Gun,1
2601,Neighborhood Profile Area,344,344,2016,01,Aggravated Assault-Gun,6
2607,Neighborhood Profile Area,370,370,2016,12,Aggravated Assault-Other Weapon,2
2609,Neighborhood Profile Area,168,168,2016,11,Aggravated Assault-Knife,1
2617,Neighborhood Profile Area,120,120,2016,07,Aggravated Assault-Gun,3
2633,Neighborhood Profile Area,71,71,2016,06,Aggravated Assault-Other Weapon,1
2634,Neighborhood Profile Area,317,317,2016,10,Aggravated Assault-Other Weapon,1
2644,Neighborhood Profile Area,141,141,2016,03,Aggravated Assault-Gun,1
2660,Neighborhood Profile Area,387,387,2016,11,Aggravated Assault-Gun,2
2661,Neighborhood Profile Area,113,113,2016,01,Aggravated Assault-Gun,1
2689,Neighborhood Profile Area,3,3,2016,09,Aggravated Assault-Other Weapon,1
2705,Neighborhood Profile Area,160,160,2016,07,Aggravated Assault-Gun,15
2706,Neighborhood Profile Area,3,3,2016,11,Aggravated Assault-Other Weapon,2
2716,Neighborhood Profile Area,312,312,2016,12,Aggravated Assault-Gun,3
2767,Neighborhood Profile Area,95,95,2016,06,Aggravated Assault-Knife,1
2793,Neighborhood Profile Area,317,317,2016,01,Aggravated Assault-Knife,1
2889,Neighborhood Profile Area,367,367,2016,09,Aggravated Assault-Gun,1
2897,Neighborhood Profile Area,354,354,2016,05,Aggravated Assault-Gun,1
2908,Neighborhood Profile Area,34,34,2016,07,Aggravated Assault-Knife,1
2925,Neighborhood Profile Area,387,387,2016,05,Aggravated Assault-Other Weapon,3
2927,Neighborhood Profile Area,121,121,2016,09,Aggravated Assault-Gun,6
2931,Neighborhood Profile Area,116,116,2016,08,Aggravated Assault-Gun,7
2941,Neighborhood Profile Area,346,346,2016,10,Aggravated Assault-Other Weapon,1
2955,Neighborhood Profile Area,70,70,2016,05,Aggravated Assault-Other Weapon,1
2971,Neighborhood Profile Area,329,329,2016,10,Aggravated Assault-Gun,5
2986,Neighborhood Profile Area,238,238,2016,02,Aggravated Assault-Gun,1
2998,Neighborhood Profile Area,376,376,2016,11,Aggravated Assault-Gun,1
3021,Neighborhood Profile Area,261,261,2016,08,Aggravated Assault-Knife,1
3048,Neighborhood Profile Area,37,37,2016,05,Aggravated Assault-Knife,1
3054,Neighborhood Profile Area,77,77,2016,03,Aggravated Assault-Knife,2
3082,Neighborhood Profile Area,84,84,2016,10,Aggravated Assault-Other Weapon,1
3085,Neighborhood Profile Area,82,82,2016,06,"Aggravated Assault-Fists,Feet, etc.",1
3128,Neighborhood Profile Area,330,330,2016,12,Aggravated Assault-Gun,10
3140,Neighborhood Profile Area,321,321,2016,09,Aggravated Assault-Other Weapon,1
3144,Neighborhood Profile Area,190,190,2016,06,Aggravated Assault-Gun,3
3160,Neighborhood Profile Area,230,230,2016,05,Aggravated Assault-Knife,1
3166,Neighborhood Profile Area,385,385,2016,08,Aggravated Assault-Knife,1
3168,Neighborhood Profile Area,385,385,2016,05,"Aggravated Assault-Fists,Feet, etc.",1
3195,Neighborhood Profile Area,6,6,2016,02,Aggravated Assault-Knife,1
3204,Neighborhood Profile Area,6,6,2016,04,Aggravated Assault-Other Weapon,1
3215,Neighborhood Profile Area,361,361,2016,08,Aggravated Assault-Gun,1
3251,Neighborhood Profile Area,24,24,2016,07,Aggravated Assault-Knife,1
3259,Neighborhood Profile Area,196,196,2016,06,Aggravated Assault-Other Weapon,3
3265,Neighborhood Profile Area,192,192,2016,03,"Aggravated Assault-Fists,Feet, etc.",1
3267,Neighborhood Profile Area,389,389,2016,08,Aggravated Assault-Gun,1
3271,Neighborhood Profile Area,380,380,2016,07,Aggravated Assault-Knife,1
3280,Neighborhood Profile Area,50,50,2016,09,Aggravated Assault-Gun,2
3292,Neighborhood Profile Area,336,336,2016,07,"Aggravated Assault-Fists,Feet, etc.",1
3294,Neighborhood Profile Area,369,369,2016,01,Aggravated Assault-Gun,6
3315,Neighborhood Profile Area,311,311,2016,02,Aggravated Assault-Gun,1
3319,Neighborhood Profile Area,180,180,2016,06,Aggravated Assault-Gun,1
3360,Neighborhood Profile Area,233,233,2016,08,Aggravated Assault-Other Weapon,1
3364,Neighborhood Profile Area,442,442,2016,06,Aggravated Assault-Gun,1
3365,Neighborhood Profile Area,89,89,2016,12,Aggravated Assault-Gun,8
3376,Neighborhood Profile Area,273,273,2016,02,Aggravated Assault-Gun,7
3382,Neighborhood Profile Area,161,161,2016,02,Aggravated Assault-Other Weapon,1
3416,Neighborhood Profile Area,153,153,2016,10,Aggravated Assault-Gun,1
3417,Neighborhood Profile Area,153,153,2016,05,Aggravated Assault-Gun,1
3418,Neighborhood Profile Area,37,37,2016,11,Aggravated Assault-Knife,2
3423,Neighborhood Profile Area,26,26,2016,06,"Aggravated Assault-Fists,Feet, etc.",1
3443,Neighborhood Profile Area,29,29,2016,04,Aggravated Assault-Knife,1
3494,Neighborhood Profile Area,162,162,2016,07,Aggravated Assault-Gun,1
3500,Neighborhood Profile Area,282,282,2016,03,Aggravated Assault-Gun,1
3502,Neighborhood Profile Area,223,223,2016,09,Aggravated Assault-Gun,1
3518,Neighborhood Profile Area,367,367,2016,08,Aggravated Assault-Other Weapon,1
3538,Neighborhood Profile Area,283,283,2016,05,Aggravated Assault-Other Weapon,1
3566,Neighborhood Profile Area,37,37,2016,04,Aggravated Assault-Knife,1
3569,Neighborhood Profile Area,88,88,2016,04,Aggravated Assault-Gun,1
3576,Neighborhood Profile Area,260,260,2016,11,Aggravated Assault-Gun,1
3577,Neighborhood Profile Area,101,101,2016,12,Aggravated Assault-Knife,1
3598,Neighborhood Profile Area,89,89,2016,06,Aggravated Assault-Other Weapon,1
3606,Neighborhood Profile Area,341,341,2016,06,Aggravated Assault-Other Weapon,1
3607,Neighborhood Profile Area,167,167,2016,07,Aggravated Assault-Other Weapon,1
3612,Neighborhood Profile Area,219,219,2016,09,Aggravated Assault-Gun,1
3641,Neighborhood Profile Area,73,73,2016,09,Aggravated Assault-Other Weapon,1
3681,Neighborhood Profile Area,302,302,2016,07,Aggravated Assault-Knife,1
3692,Neighborhood Profile Area,306,306,2016,10,Aggravated Assault-Gun,1
3695,Neighborhood Profile Area,3,3,2016,09,Aggravated Assault-Gun,8
3701,Neighborhood Profile Area,77,77,2016,08,Aggravated Assault-Other Weapon,1
3709,Neighborhood Profile Area,72,72,2016,10,Aggravated Assault-Other Weapon,1
3723,Neighborhood Profile Area,103,103,2016,02,Aggravated Assault-Gun,6
3724,Neighborhood Profile Area,103,103,2016,12,Aggravated Assault-Other Weapon,1
3748,Neighborhood Profile Area,116,116,2016,07,Aggravated Assault-Knife,1
3810,Neighborhood Profile Area,183,183,2016,04,Aggravated Assault-Gun,4
3836,Neighborhood Profile Area,248,248,2016,02,Aggravated Assault-Knife,1
3844,Neighborhood Profile Area,65,65,2016,06,Aggravated Assault-Knife,1
3862,Neighborhood Profile Area,240,240,2016,07,Aggravated Assault-Knife,1
3877,Neighborhood Profile Area,258,258,2016,04,Aggravated Assault-Knife,1
3912,Neighborhood Profile Area,319,319,2016,08,Aggravated Assault-Other Weapon,1
3913,Neighborhood Profile Area,280,280,2016,12,Aggravated Assault-Gun,3
3919,Neighborhood Profile Area,358,358,2016,04,Aggravated Assault-Knife,2
3938,Neighborhood Profile Area,367,367,2016,02,Aggravated Assault-Knife,1
4051,Neighborhood Profile Area,389,389,2016,10,Aggravated Assault-Gun,2
4054,Neighborhood Profile Area,291,291,2016,12,Aggravated Assault-Knife,2
4062,Neighborhood Profile Area,331,331,2016,01,Aggravated Assault-Knife,1
4109,Neighborhood Profile Area,147,147,2016,10,Aggravated Assault-Gun,1
4112,Neighborhood Profile Area,17,17,2016,11,Aggravated Assault-Gun,2
4142,Neighborhood Profile Area,166,166,2016,08,Aggravated Assault-Gun,2
4151,Neighborhood Profile Area,79,79,2016,09,Aggravated Assault-Knife,1
4168,Neighborhood Profile Area,234,234,2016,01,Aggravated Assault-Knife,1
4185,Neighborhood Profile Area,145,145,2016,03,Aggravated Assault-Gun,4
4223,Neighborhood Profile Area,23,23,2016,03,Aggravated Assault-Other Weapon,1
4236,Neighborhood Profile Area,135,135,2016,08,Aggravated Assault-Other Weapon,1
4250,Neighborhood Profile Area,81,81,2016,08,Aggravated Assault-Other Weapon,1
4259,Neighborhood Profile Area,369,369,2016,09,Aggravated Assault-Gun,8
4273,Neighborhood Profile Area,112,112,2016,09,Aggravated Assault-Gun,4
4284,Neighborhood Profile Area,77,77,2016,03,Aggravated Assault-Other Weapon,1
4298,Neighborhood Profile Area,294,294,2016,06,Aggravated Assault-Gun,2
4303,Neighborhood Profile Area,114,114,2016,05,Aggravated Assault-Other Weapon,3
4305,Neighborhood Profile Area,388,388,2016,07,Aggravated Assault-Other Weapon,1
4307,Neighborhood Profile Area,37,37,2016,09,Aggravated Assault-Other Weapon,2
4309,Neighborhood Profile Area,3,3,2016,07,Aggravated Assault-Gun,1
4349,Neighborhood Profile Area,140,140,2016,03,"Aggravated Assault-Fists,Feet, etc.",1
4352,Neighborhood Profile Area,331,331,2016,03,Aggravated Assault-Other Weapon,1
4364,Neighborhood Profile Area,30,30,2016,04,Aggravated Assault-Gun,1
4367,Neighborhood Profile Area,382,382,2016,07,Aggravated Assault-Other Weapon,1
4408,Neighborhood Profile Area,158,158,2016,03,Aggravated Assault-Knife,1
4413,Neighborhood Profile Area,168,168,2016,09,Aggravated Assault-Knife,1
4421,Neighborhood Profile Area,157,157,2016,11,Aggravated Assault-Gun,1
4427,Neighborhood Profile Area,86,86,2016,06,Aggravated Assault-Knife,1
4434,Neighborhood Profile Area,90,90,2016,07,"Aggravated Assault-Fists,Feet, etc.",1
4440,Neighborhood Profile Area,139,139,2016,05,Aggravated Assault-Other Weapon,1
4478,Neighborhood Profile Area,124,124,2016,01,Aggravated Assault-Gun,2
4485,Neighborhood Profile Area,79,79,2016,06,Aggravated Assault-Gun,1
4486,Neighborhood Profile Area,79,79,2016,08,Aggravated Assault-Other Weapon,1
4502,Neighborhood Profile Area,13,13,2016,10,Aggravated Assault-Knife,1
4530,Neighborhood Profile Area,370,370,2016,09,Aggravated Assault-Knife,2
4537,Neighborhood Profile Area,314,314,2016,09,Aggravated Assault-Knife,2
4545,Neighborhood Profile Area,327,327,2016,04,Aggravated Assault-Gun,2
4564,Neighborhood Profile Area,165,165,2016,06,Aggravated Assault-Other Weapon,1
4602,Neighborhood Profile Area,303,303,2016,09,Aggravated Assault-Other Weapon,1
4634,Neighborhood Profile Area,156,156,2016,12,Aggravated Assault-Knife,1
4648,Neighborhood Profile Area,311,311,2016,10,Aggravated Assault-Other Weapon,3
4650,Neighborhood Profile Area,51,51,2016,02,Aggravated Assault-Other Weapon,1
4685,Neighborhood Profile Area,341,341,2016,05,Aggravated Assault-Gun,5
4693,Neighborhood Profile Area,366,366,2016,02,Aggravated Assault-Knife,1
4694,Neighborhood Profile Area,366,366,2016,06,Aggravated Assault-Knife,1
4706,Neighborhood Profile Area,385,385,2016,11,Aggravated Assault-Gun,2
4709,Neighborhood Profile Area,328,328,2016,07,Aggravated Assault-Gun,4
4710,Neighborhood Profile Area,328,328,2016,08,Aggravated Assault-Other Weapon,1
4723,Neighborhood Profile Area,219,219,2016,01,Aggravated Assault-Knife,1
4727,Neighborhood Profile Area,234,234,2016,09,Aggravated Assault-Knife,1
4738,Neighborhood Profile Area,344,344,2016,10,Aggravated Assault-Other Weapon,1
4739,Neighborhood Profile Area,10,10,2016,10,Aggravated Assault-Other Weapon,2
